ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Resolution	Taxonomy
ASV1720	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Verrucocladosporium	Verrucocladosporium dirinae	Species	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Verrucocladosporium;s__Verrucocladosporium dirinae
ASV1721	Fungi	Ascomycota	Eurotiomycetes	Undetermined	Undetermined	Undetermined	Undetermined	Class	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1722	Fungi	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Endogone	Endogone Undetermined	Species	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Endogonales;f__Endogonaceae;g__Endogone;s__Endogone Undetermined
ASV1723	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_fam_Incertae_sedis	Sakaguchia	Sakaguchia lamellibrachiae	Species	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiales_fam_Incertae_sedis;g__Sakaguchia;s__Sakaguchia lamellibrachiae
ASV1726	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus appendiculatus	Species	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus appendiculatus
ASV1727	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Undetermined	Undetermined	Family	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideoglomeraceae;g__Undetermined;s__Undetermined
ASV1728	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined	Class	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1729	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined	Class	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1730	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	Ophiosphaerella Undetermined	Species	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Ophiosphaerella Undetermined
ASV1731	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida norvegica	Species	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida norvegica
ASV1732	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Bradymyces	Bradymyces Undetermined	Species	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Bradymyces;s__Bradymyces Undetermined
ASV1734	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis Undetermined	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis Undetermined
ASV1735	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Undetermined	Undetermined	Family	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Undetermined;s__Undetermined
ASV1736	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined	Class	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1737	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Redeckera	Redeckera megalocarpum	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Redeckera;s__Redeckera megalocarpum
ASV1738	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Undetermined	Undetermined	Undetermined	Order	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Undetermined;g__Undetermined;s__Undetermined
ASV1740	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;s__Dominikia Undetermined
ASV1741	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora Undetermined	Species	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__Podospora Undetermined
ASV1742	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys chartarum	Species	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotrys;s__Stachybotrys chartarum
ASV1744	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia Undetermined	Species	k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia Undetermined
ASV1746	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Basidiomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1747	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces Undetermined	Species	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces Undetermined
ASV1748	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;s__Dominikia Undetermined
ASV1749	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis leptospora	Species	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis leptospora
ASV1750	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Undetermined	Undetermined	Undetermined	Order	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Undetermined;g__Undetermined;s__Undetermined
ASV1751	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Undetermined	Undetermined	Family	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Undetermined;s__Undetermined
ASV1752	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	Ramularia Undetermined	Species	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia Undetermined
ASV1753	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum Undetermined	Species	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum Undetermined
ASV1754	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis geosporum	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis geosporum
ASV1755	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium angustispirale	Species	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__Chaetomium angustispirale
ASV1756	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps Undetermined	Species	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Ophiocordyceps;s__Ophiocordyceps Undetermined
ASV1757	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora Undetermined	Species	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__Archaeospora Undetermined
ASV1758	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Ascomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1759	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	Ramularia Undetermined	Species	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia Undetermined
ASV1762	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Ascomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1764	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Basidiomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1765	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Basidiomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1766	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella Undetermined	Species	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella Undetermined
ASV1768	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola	Species	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma terricola
ASV1769	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Ascomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1770	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Basidiomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1771	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Undetermined	Undetermined	Family	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Undetermined;s__Undetermined
ASV1772	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis mosseae
ASV1773	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces Undetermined	Species	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces;s__Spizellomyces Undetermined
ASV1774	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;s__Dominikia Undetermined
ASV1775	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium Undetermined	Species	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium Undetermined
ASV1776	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	Geomyces Undetermined	Species	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Geomyces;s__Geomyces Undetermined
ASV1777	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis mosseae
ASV1779	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium Undetermined	Species	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium Undetermined
ASV1780	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Naucoria	Naucoria salicis	Species	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Naucoria;s__Naucoria salicis
ASV1783	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Lentinellus	Lentinellus tridentinus	Species	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Auriscalpiaceae;g__Lentinellus;s__Lentinellus tridentinus
ASV1784	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Undetermined	Undetermined	Family	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Undetermined;s__Undetermined
ASV1785	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Starmerella	Starmerella bombicola	Species	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Starmerella;s__Starmerella bombicola
ASV1786	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leptodontidium	Leptodontidium boreale	Species	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leptodontidium;s__Leptodontidium boreale
ASV1787	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia Undetermined	Species	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae;g__Metschnikowia;s__Metschnikowia Undetermined
ASV1788	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus Undetermined	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus Undetermined
ASV1789	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis	Species	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora tritici-repentis
ASV1790	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus claroideum	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideoglomeraceae;g__Claroideoglomus;s__Claroideoglomus claroideum
ASV1791	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Undetermined	Undetermined	Undetermined	Order	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Undetermined;g__Undetermined;s__Undetermined
ASV1795	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Undetermined	Undetermined	Family	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideoglomeraceae;g__Undetermined;s__Undetermined
ASV1796	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Undetermined	Undetermined	Family	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Undetermined;s__Undetermined
ASV1797	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Basidiomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1798	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	Itersonilia perplexans	Species	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Itersonilia;s__Itersonilia perplexans
ASV1799	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS07	Undetermined	Undetermined	Undetermined	Order	k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS07;f__Undetermined;g__Undetermined;s__Undetermined
ASV1800	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	Cistella albidolutea	Species	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__Cistella albidolutea
ASV1802	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Acidomelania	Acidomelania panicicola	Species	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Acidomelania;s__Acidomelania panicicola
ASV1803	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria mors-panacis	Species	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Ilyonectria;s__Ilyonectria mors-panacis
ASV1807	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta exitialis	Species	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta exitialis
ASV1808	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Tubaria	Tubaria furfuracea	Species	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Tubaria;s__Tubaria furfuracea
ASV1809	Fungi	Ascomycota	Sordariomycetes	Sordariales	Undetermined	Undetermined	Undetermined	Order	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Undetermined;g__Undetermined;s__Undetermined
ASV1810	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Undetermined	Undetermined	Family	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Undetermined;s__Undetermined
ASV1812	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Undetermined	Undetermined	Family	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Undetermined;s__Undetermined
ASV1813	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Ustilentyloma	Ustilentyloma graminis	Species	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;f__Ustilentylomataceae;g__Ustilentyloma;s__Ustilentyloma graminis
ASV1814	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis Undetermined	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis Undetermined
ASV1815	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella Undetermined	Species	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella Undetermined
ASV1816	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora coprosmae	Species	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora coprosmae
ASV1817	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Daedaleopsis	Daedaleopsis confragosa	Species	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Daedaleopsis;s__Daedaleopsis confragosa
ASV1820	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Undetermined	Undetermined	Family	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Undetermined;s__Undetermined
ASV1822	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis caledonium	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis caledonium
ASV1823	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Undetermined	Undetermined	Family	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Undetermined;s__Undetermined
ASV1825	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia hystrioides	Species	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturia;s__Venturia hystrioides
ASV1826	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria	Neobulgaria Undetermined	Species	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Neobulgaria;s__Neobulgaria Undetermined
ASV1827	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	Gibellulopsis Undetermined	Species	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Gibellulopsis;s__Gibellulopsis Undetermined
ASV1828	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium Undetermined	Species	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__Tetracladium Undetermined
ASV1829	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma aeria	Species	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma aeria
ASV1830	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Basidiomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1832	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Plicaturopsis	Plicaturopsis crispa	Species	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Amylocorticiales;f__Amylocorticiaceae;g__Plicaturopsis;s__Plicaturopsis crispa
ASV1833	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis caledonium	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis caledonium
ASV1834	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Eocronartiaceae	Eocronartium	Eocronartium Undetermined	Species	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Platygloeales;f__Eocronartiaceae;g__Eocronartium;s__Eocronartium Undetermined
ASV1835	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita Undetermined	Species	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipita;s__Serendipita Undetermined
ASV1838	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Basidiomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1840	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	Devriesia fraserae	Species	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__Devriesia fraserae
ASV1841	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Vermispora	Vermispora fusarina	Species	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Vermispora;s__Vermispora fusarina
ASV1842	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita indica	Species	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipita;s__Serendipita indica
ASV1844	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Undetermined	Undetermined	Undetermined	Order	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Undetermined;g__Undetermined;s__Undetermined
ASV1845	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Undetermined	Undetermined	Family	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Undetermined;s__Undetermined
ASV1846	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber taiwanensis	Species	k__Fungi;p__Kickxellomycota;c__Kickxellomycetes;o__Kickxellales;f__Kickxellaceae;g__Ramicandelaber;s__Ramicandelaber taiwanensis
ASV1847	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Gliophorus	Gliophorus psittacinus	Species	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Gliophorus;s__Gliophorus psittacinus
ASV1849	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Undetermined	Undetermined	Undetermined	Order	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Undetermined;g__Undetermined;s__Undetermined
ASV1850	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon crustosus	Species	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__Xylodon crustosus
ASV1851	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Basidiomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1853	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis Undetermined	Species	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis Undetermined
ASV1854	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Phylum	k__Fungi;p__Ascomycota;c__Undetermined;o__Undetermined;f__Undetermined;g__Undetermined;s__Undetermined
ASV1856	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Undetermined	Undetermined	Undetermined	Order	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Undetermined;g__Undetermined;s__Undetermined
